-1.436722075884464545e+00 7.165358848842938500e+00 1.000000000000000000e+00
3.093778922048829649e+00 1.161073880444631001e+00 1.000000000000000000e+00
-1.049487488243695488e+01 -8.285384910382223467e+00 0.000000000000000000e+00
2.164906903768236468e+00 2.196077488940834321e+00 1.000000000000000000e+00
-1.117441718052865340e+01 -1.017311908498439621e+01 0.000000000000000000e+00
5.567708841025042155e+00 -1.597605266845268490e+00 2.000000000000000000e+00
6.995630285056090081e+00 6.957796733655536414e+00 1.000000000000000000e+00
4.572462489280348485e+00 3.952927149962384590e+00 2.000000000000000000e+00
-6.935668282775200311e+00 -1.398972304413638312e+01 0.000000000000000000e+00
1.943782473952791356e+00 -4.256503416296367526e+00 2.000000000000000000e+00
3.769454265209444266e+00 7.172158017965436727e+00 1.000000000000000000e+00
1.020195650708821233e+01 7.166432672530442360e+00 1.000000000000000000e+00
6.479918478186086794e+00 1.628172980003890657e+00 2.000000000000000000e+00
-1.225196092762196365e+01 -1.943624502810778587e+00 0.000000000000000000e+00
-1.277034890445615289e+01 -5.048452752654983833e+00 0.000000000000000000e+00
1.108552349711734220e+00 -1.895398248321472634e+00 2.000000000000000000e+00
8.458017723953030753e+00 2.879264674902558774e+00 1.000000000000000000e+00
3.594016161083651184e+00 4.596541739689662620e+00 1.000000000000000000e+00
-6.890575659214066562e+00 -9.303554448928732512e+00 0.000000000000000000e+00
-1.704416221035662815e+00 2.940159578384151207e+00 2.000000000000000000e+00
3.803463066942679660e+00 8.866196993077430477e+00 1.000000000000000000e+00
2.470706224551924457e+00 1.053561466428627647e+01 1.000000000000000000e+00
1.621171262455646467e+00 6.807768733940445571e+00 1.000000000000000000e+00
-6.762843486986842123e+00 -7.410074496592581994e+00 0.000000000000000000e+00
-2.766162724978912912e+00 -1.843307224173904135e+00 0.000000000000000000e+00
1.134310520360361352e+01 -2.944472047034788709e+00 2.000000000000000000e+00
-4.844700919277925344e+00 -2.471540895969574603e+00 0.000000000000000000e+00
-8.094230846241643462e-01 2.723072827612289970e+00 1.000000000000000000e+00
-7.320132804642394575e+00 -5.247575450139995823e+00 0.000000000000000000e+00
3.611135665191013366e+00 5.182003647956988424e+00 1.000000000000000000e+00
2.356292647594839806e+00 -3.476213596870282529e+00 2.000000000000000000e+00
